SymbolID,QuoteDT,Open,Volume
16046,20180828,21.15,356986
16046,20180829,20.618,1220757
16046,20180830,20.89,283899
16046,20180831,20.9,464291
16046,20180904,20.9,269846
16046,20180905,20.3,640402
16046,20180906,19.95,2153577
16046,20180907,19.61,1341481
16046,20180910,19.986,578473
16046,20180911,20.525,1028302
16046,20180912,20.42,749835
16046,20180913,20.885,558905
16046,20180914,21,2285306
16046,20180917,21.43,706849
16046,20180918,21.35,692203
16046,20180919,21.09,989729
16046,20180920,21.19,572543
16151,20180817,33.91,3730230
16151,20180820,34.65,2829514
16151,20180821,36.18,2581103
16151,20180822,35.75,3812259
16151,20180823,38.2,3364334
16151,20180824,39.7,4580012
16151,20180827,38.5,4086646
16151,20180828,41.5,2854184
16151,20180829,40.57,2518751
16151,20180830,41.5,3121412
16151,20180831,44.4,4024008
16151,20180904,46.8,3168448
16151,20180905,46.87,5254827
16151,20180906,45.28,2750851
16151,20180907,43.64,2866672
16151,20180910,45.85,2520527
16151,20180911,45.71,2115750
16151,20180912,46.26,3106538
16151,20180913,49.27,3883024
16151,20180914,48.78,5191863
16151,20180917,47.85,10170310
16151,20180918,39.03,11292800
16151,20180919,42.34,4086105
16151,20180920,41.1484,4935219
16577,20180817,12.85,141859
16577,20180820,13.1,106325
16577,20180821,12.9,61921
16577,20180822,12.65,99026
16577,20180823,12.75,53401
16577,20180824,12.8,82041
16577,20180827,12.9,45942
16577,20180828,12.7,40994
16577,20180829,12.4,71509
16577,20180830,12.4,55469
16577,20180831,12.4,42031
16577,20180904,12.5,127092
16577,20180905,12.2,74022
16577,20180906,11.5,102639
16577,20180907,11.6,57455
16577,20180910,11.65,42362
16577,20180911,11.85,41834
16577,20180912,11.95,49047
16577,20180913,11.9,49594
16577,20180914,12,53286
16577,20180917,11.65,44938
16577,20180918,11.3,80061
16577,20180919,10.95,78192
16577,20180920,11,62103
16666,20180817,8.75,160273
16666,20180820,8.8,229968
16666,20180821,8.83,292674
16666,20180822,8.82,137315
16666,20180823,8.8,82517
16666,20180824,8.71,110763
16666,20180827,8.85,182571
16666,20180828,8.85,327497
16666,20180829,8.9,372881
16666,20180830,7.65,1599495
16666,20180831,7.45,1122632
16666,20180904,7.2,1252442
16666,20180905,6.66,1140379
16666,20180906,6.26,696853
16666,20180907,6.21,568567
16666,20180910,6.26,396928
16666,20180911,6.04,638155
16666,20180912,5.97,574741
16666,20180913,6.11,375294
16666,20180914,6.3,435541
16666,20180917,6.42,384579
16666,20180918,6.48,513211
16666,20180919,6.58,451545
16666,20180920,6.87,640915
18066,20180817,9.51,129674
18066,20180820,9.08,265396
18066,20180821,9.3,156745
18066,20180822,9.31,453488
18066,20180823,9.46,455790
18066,20180824,9.56,198758
18066,20180827,9.58,249589
18066,20180828,9.26,133635
18066,20180829,9.35,109680
18066,20180830,9.31,148257
18066,20180831,9.39,126037
18066,20180904,9.5,107257
18066,20180905,9.35,176935
18066,20180906,8.84,154635
18066,20180907,8.87,191725
18066,20180910,8.94,321140
18066,20180911,9.59,482399
18066,20180912,10.27,356715
18066,20180913,10.46,209697
18066,20180914,10.68,150406
18066,20180917,10.22,151351
18066,20180918,9.75,203509
18066,20180919,10.37,552934
18066,20180920,11.24,582700
